time,day,area,year,air_temp
15,98,srimangal,1982,307.560728
18,98,srimangal,1982,305.6628953
21,98,srimangal,1982,302.9789322
0,99,srimangal,1982,301.0811024
3,99,srimangal,1982,298.3971535
6,99,srimangal,1982,296.3091633
9,99,srimangal,1982,299.3934808
12,99,srimangal,1982,305.9364235
15,99,srimangal,1982,309.0208367
18,99,srimangal,1982,306.8398733
21,99,srimangal,1982,303.7554998
0,100,srimangal,1982,301.5745399
3,100,srimangal,1982,298.4901827
6,100,srimangal,1982,296.3692331
9,100,srimangal,1982,299.1963219
12,100,srimangal,1982,305.1935903
15,100,srimangal,1982,308.0207669
18,100,srimangal,1982,306.0216935
21,100,srimangal,1982,303.1945533
0,101,srimangal,1982,301.195483
3,101,srimangal,1982,298.3683579
6,101,srimangal,1982,296.6494122
9,101,srimangal,1982,298.8164425
12,101,srimangal,1982,303.4134903
15,101,srimangal,1982,305.5805878
18,101,srimangal,1982,304.0482509
21,101,srimangal,1982,301.8811812
0,102,srimangal,1982,300.3488467
3,102,srimangal,1982,298.1817885
6,102,srimangal,1982,294.8692186
9,102,srimangal,1982,297.7496945
12,102,srimangal,1982,303.8602161
15,102,srimangal,1982,306.7407814
18,102,srimangal,1982,304.7039572
21,102,srimangal,1982,301.823429
0,103,srimangal,1982,299.786608
3,103,srimangal,1982,296.9060951
6,103,srimangal,1982,294.0592035
9,103,srimangal,1982,296.9954931
12,103,srimangal,1982,303.2244157
15,103,srimangal,1982,306.1607965
18,103,srimangal,1982,304.0845057
21,103,srimangal,1982,301.1481627
0,104,srimangal,1982,299.0718751
3,104,srimangal,1982,296.1355477
6,104,srimangal,1982,295.0092785
9,104,srimangal,1982,297.668926
12,104,srimangal,1982,303.3109914
15,104,srimangal,1982,305.9707215
18,104,srimangal,1982,304.0900481
21,104,srimangal,1982,301.4303523
0,105,srimangal,1982,299.5496819
3,105,srimangal,1982,296.8900002
6,105,srimangal,1982,293.9392759
9,105,srimangal,1982,296.6086301
12,105,srimangal,1982,302.271287
15,105,srimangal,1982,304.9407241
18,105,srimangal,1982,303.053187
21,105,srimangal,1982,300.3837842
0,106,srimangal,1982,298.4962501
3,106,srimangal,1982,295.8268615
6,106,srimangal,1982,295.1692963
9,106,srimangal,1982,297.7634233
12,106,srimangal,1982,303.2664962
15,106,srimangal,1982,305.8607037
18,106,srimangal,1982,304.0263608
21,106,srimangal,1982,301.4321867
0,107,srimangal,1982,299.5978467
3,107,srimangal,1982,297.0036864
6,107,srimangal,1982,294.9794859
9,107,srimangal,1982,296.8747274
12,107,srimangal,1982,300.8952138
15,107,srimangal,1982,302.7905141
18,107,srimangal,1982,301.4503628
21,107,srimangal,1982,299.5550868
0,108,srimangal,1982,298.2149376
3,108,srimangal,1982,296.3196717
6,108,srimangal,1982,293.1294734
9,108,srimangal,1982,295.0708219
12,108,srimangal,1982,299.1891178
15,108,srimangal,1982,301.1305266
18,108,srimangal,1982,299.7577724
21,108,srimangal,1982,297.8163885
0,109,srimangal,1982,296.4436364
3,109,srimangal,1982,294.5022629
6,109,srimangal,1982,291.7691614
9,109,srimangal,1982,294.8607589
12,109,srimangal,1982,301.4191451
15,109,srimangal,1982,304.5108386
18,109,srimangal,1982,302.3247275
21,109,srimangal,1982,299.2330737
0,110,srimangal,1982,297.046966
3,110,srimangal,1982,293.9553287
6,110,srimangal,1982,295.1795379
9,110,srimangal,1982,296.8830712
12,110,srimangal,1982,300.4968759
15,110,srimangal,1982,302.2004621
18,110,srimangal,1982,300.9958702
21,110,srimangal,1982,299.2923059
0,111,srimangal,1982,298.087716
3,111,srimangal,1982,296.3841607
6,111,srimangal,1982,294.6892851
9,111,srimangal,1982,297.3246657
12,111,srimangal,1982,302.9152525
15,111,srimangal,1982,305.5507149
18,111,srimangal,1982,303.687201
21,111,srimangal,1982,301.0517724
0,112,srimangal,1982,299.1882614
3,112,srimangal,1982,296.5528469
6,112,srimangal,1982,294.7491805
9,112,srimangal,1982,297.7704041
12,112,srimangal,1982,304.1795021
15,112,srimangal,1982,307.2008195
18,112,srimangal,1982,305.0644707
21,112,srimangal,1982,302.0431922
0,113,srimangal,1982,299.9068467
3,113,srimangal,1982,296.8855842
6,113,srimangal,1982,294.8291956
9,113,srimangal,1982,297.7946055
12,113,srimangal,1982,304.0853025
15,113,srimangal,1982,307.0508044
18,113,srimangal,1982,304.9539223
21,113,srimangal,1982,301.9884585
0,114,srimangal,1982,299.8915796
3,114,srimangal,1982,296.9261316
6,114,srimangal,1982,295.7491785
9,114,srimangal,1982,298.7776822
12,114,srimangal,1982,305.2022238
15,114,srimangal,1982,308.2308215
18,114,srimangal,1982,306.0893249
21,114,srimangal,1982,303.0607661
0,115,srimangal,1982,300.9192728
3,115,srimangal,1982,297.8907302
6,115,srimangal,1982,295.6992404
9,115,srimangal,1982,298.4996356
12,115,srimangal,1982,304.4402775
15,115,srimangal,1982,307.2407596
18,115,srimangal,1982,305.2605616
21,115,srimangal,1982,302.4601155
0,116,srimangal,1982,300.4799205
3,116,srimangal,1982,297.6794893
6,116,srimangal,1982,295.7392667
9,116,srimangal,1982,298.4425945
12,116,srimangal,1982,304.1773216
15,116,srimangal,1982,306.8807333
18,116,srimangal,1982,304.969173
21,116,srimangal,1982,302.265796
0,117,srimangal,1982,300.3542387
3,117,srimangal,1982,297.6508761
6,117,srimangal,1982,295.4292595
9,117,srimangal,1982,298.1592808
12,117,srimangal,1982,303.9506344
15,117,srimangal,1982,306.6807405
18,117,srimangal,1982,304.7503049
21,117,srimangal,1982,302.0202339
0,118,srimangal,1982,300.0898012
3,118,srimangal,1982,297.3597448
6,118,srimangal,1982,295.4792772
9,118,srimangal,1982,298.1437781
12,118,srimangal,1982,303.7961392
15,118,srimangal,1982,306.4607228
18,118,srimangal,1982,304.5766176
21,118,srimangal,1982,301.9120683
0,119,srimangal,1982,300.027966
3,119,srimangal,1982,297.3634309
6,119,srimangal,1982,296.2892154
9,119,srimangal,1982,299.1818247
12,119,srimangal,1982,305.3180856
15,119,srimangal,1982,308.2107846
18,119,srimangal,1982,306.1653808
21,119,srimangal,1982,303.2727189
0,120,srimangal,1982,301.2273183
3,120,srimangal,1982,298.3346718
6,120,srimangal,1982,296.539272
9,120,srimangal,1982,299.2231863
12,120,srimangal,1982,304.9167304
15,120,srimangal,1982,307.600728
18,120,srimangal,1982,305.7028953
21,120,srimangal,1982,303.0189322
0,121,srimangal,1982,301.1211024
3,121,srimangal,1982,298.4371535
6,121,srimangal,1982,296.3392246
9,121,srimangal,1982,299.1978603
12,121,srimangal,1982,305.262051
15,121,srimangal,1982,308.1207754
18,121,srimangal,1982,306.0993948
21,121,srimangal,1982,303.2407071
0,122,srimangal,1982,301.2193296
3,122,srimangal,1982,298.3606572
6,122,srimangal,1982,296.4692483
9,122,srimangal,1982,299.2405233
12,122,srimangal,1982,305.1193907
15,122,srimangal,1982,307.8907517
18,122,srimangal,1982,305.931145
21,122,srimangal,1982,303.1598196
0,123,srimangal,1982,301.200216
3,123,srimangal,1982,298.4289053
6,123,srimangal,1982,297.2393957
9,123,srimangal,1982,299.4670931
12,123,srimangal,1982,304.1928377
15,123,srimangal,1982,306.4206043
18,123,srimangal,1982,304.8453688
21,123,srimangal,1982,302.6176308
0,124,srimangal,1982,301.0423978
3,124,srimangal,1982,298.8146717
6,124,srimangal,1982,295.3293312
9,124,srimangal,1982,297.7948438
12,124,srimangal,1982,303.0250796
15,124,srimangal,1982,305.4906688
18,124,srimangal,1982,303.7472709
21,124,srimangal,1982,301.2817134
0,125,srimangal,1982,299.5383183
3,125,srimangal,1982,297.0727739
6,125,srimangal,1982,295.2793898
9,125,srimangal,1982,297.5289274
12,125,srimangal,1982,302.3010028
15,125,srimangal,1982,304.5506102
18,125,srimangal,1982,302.9599312
21,125,srimangal,1982,300.7103527
0,126,srimangal,1982,299.1196762
3,126,srimangal,1982,296.8701097
6,126,srimangal,1982,295.8693022
9,126,srimangal,1982,298.441589
12,126,srimangal,1982,303.8983311
15,126,srimangal,1982,306.4706978
18,126,srimangal,1982,304.6517984
21,126,srimangal,1982,302.0794648
0,127,srimangal,1982,300.2605683
3,127,srimangal,1982,297.6882484
6,127,srimangal,1982,295.7592233
9,127,srimangal,1982,298.6227123
12,127,srimangal,1982,304.6971988
15,127,srimangal,1982,307.5607767
18,127,srimangal,1982,305.5359642
21,127,srimangal,1982,302.6724231
0,128,srimangal,1982,300.6476137
3,128,srimangal,1982,297.7840878
6,128,srimangal,1982,295.4593022
9,128,srimangal,1982,298.031589
12,128,srimangal,1982,303.4883311
15,128,srimangal,1982,306.0606978
18,128,srimangal,1982,304.2417984
21,128,srimangal,1982,301.6694648
0,129,srimangal,1982,299.8505683
3,129,srimangal,1982,297.2782484
6,129,srimangal,1982,296.1093727
9,129,srimangal,1982,298.4220041
12,129,srimangal,1982,303.3279241
15,129,srimangal,1982,305.6406273
18,129,srimangal,1982,304.0053338
21,129,srimangal,1982,301.6926603
0,130,srimangal,1982,300.0573694
3,130,srimangal,1982,297.7447082
6,130,srimangal,1982,296.8194188
9,130,srimangal,1982,298.9621822
12,130,srimangal,1982,303.5077513
15,130,srimangal,1982,305.6505812
18,130,srimangal,1982,304.1354037
21,130,srimangal,1982,301.9926013
0,131,srimangal,1982,300.4774262
3,131,srimangal,1982,298.3346352
6,131,srimangal,1982,296.9494892
9,131,srimangal,1982,298.8325973
12,131,srimangal,1982,302.8273443
15,131,srimangal,1982,304.7105108
18,131,srimangal,1982,303.3789392
21,131,srimangal,1982,301.4957969
0,132,srimangal,1982,300.1642273
3,132,srimangal,1982,298.2810951
6,132,srimangal,1982,297.5397051
9,132,srimangal,1982,298.6268603
12,132,srimangal,1982,300.933106
15,132,srimangal,1982,302.0202949
18,132,srimangal,1982,301.2515525
21,132,srimangal,1982,300.1643776
0,133,srimangal,1982,299.3956364
3,133,srimangal,1982,298.3084672
6,133,srimangal,1982,297.0196254
9,133,srimangal,1982,298.4004096
12,133,srimangal,1982,301.3295476
15,133,srimangal,1982,302.7103746
18,133,srimangal,1982,301.7340031
21,133,srimangal,1982,300.3531938
0,134,srimangal,1982,299.3768239
3,134,srimangal,1982,297.996022
6,134,srimangal,1982,296.929553
9,134,srimangal,1982,298.5772726
12,134,srimangal,1982,302.0726763
15,134,srimangal,1982,303.720447
18,134,srimangal,1982,302.5553218
21,134,srimangal,1982,300.9075723
0,135,srimangal,1982,299.7424489
3,135,srimangal,1982,298.0947082
6,135,srimangal,1982,296.589553
9,135,srimangal,1982,298.2372726
12,135,srimangal,1982,301.7326763
15,135,srimangal,1982,303.380447
18,135,srimangal,1982,302.2153218
21,135,srimangal,1982,300.5675723
0,136,srimangal,1982,299.4024489
3,136,srimangal,1982,297.7547082
6,136,srimangal,1982,295.8794451
9,136,srimangal,1982,297.9251411
12,136,srimangal,1982,302.2647954
15,136,srimangal,1982,304.3105549
18,136,srimangal,1982,302.8640151
21,136,srimangal,1982,300.8182819
0,137,srimangal,1982,299.3717444
3,137,srimangal,1982,297.3260221
6,137,srimangal,1982,297.3496491
9,137,srimangal,1982,298.6430726
12,137,srimangal,1982,301.3868873
15,137,srimangal,1982,302.6803509
18,137,srimangal,1982,301.7657533
21,137,srimangal,1982,300.4723064
0,138,srimangal,1982,299.5577103
3,138,srimangal,1982,298.2642702
6,138,srimangal,1982,295.7593608
9,138,srimangal,1982,298.1156726
12,138,srimangal,1982,303.1142543
15,138,srimangal,1982,305.4706392
18,138,srimangal,1982,303.8044587
21,138,srimangal,1982,301.4481041
0,139,srimangal,1982,299.7819262
3,139,srimangal,1982,297.4255841
6,139,srimangal,1982,294.3292022
9,139,srimangal,1982,297.2703452
12,139,srimangal,1982,303.5095635
15,139,srimangal,1982,306.4507978
18,139,srimangal,1982,304.3710751
21,139,srimangal,1982,301.4298786
0,140,srimangal,1982,299.3501592
3,140,srimangal,1982,296.4089784
6,140,srimangal,1982,294.5392114
9,140,srimangal,1982,297.4463808
12,140,srimangal,1982,303.613529
15,140,srimangal,1982,306.5207886
18,140,srimangal,1982,304.4650891
21,140,srimangal,1982,301.5578668
0,141,srimangal,1982,299.5021705
3,141,srimangal,1982,296.5949638
6,141,srimangal,1982,295.569214
9,141,srimangal,1982,298.4666767
12,141,srimangal,1982,304.6132334
15,141,srimangal,1982,307.510786
18,141,srimangal,1982,305.4619502
21,141,srimangal,1982,302.5644349
0,142,srimangal,1982,300.5156024
3,142,srimangal,1982,297.6181024
6,142,srimangal,1982,296.4992812
9,142,srimangal,1982,299.1492219
12,142,srimangal,1982,304.7706958
15,142,srimangal,1982,307.4207188
18,142,srimangal,1982,305.5469093
21,142,srimangal,1982,302.8969204
0,143,srimangal,1982,301.0231137
3,143,srimangal,1982,298.3731389
6,143,srimangal,1982,296.63937
9,143,srimangal,1982,298.9617082
12,143,srimangal,1982,303.8882197
15,143,srimangal,1982,306.21063
18,143,srimangal,1982,304.5684727
21,143,srimangal,1982,302.2460923
0,144,srimangal,1982,300.6039376
3,144,srimangal,1982,298.2815695
6,144,srimangal,1982,297.2093779
9,144,srimangal,1982,299.5025959
12,144,srimangal,1982,304.3673329
15,144,srimangal,1982,306.6606221
18,144,srimangal,1982,305.0390561
21,144,srimangal,1982,302.7457965
0,145,srimangal,1982,301.124233
3,145,srimangal,1982,298.8309856
6,145,srimangal,1982,296.0591633
9,145,srimangal,1982,299.1434808
12,145,srimangal,1982,305.6864235
15,145,srimangal,1982,308.7708367
18,145,srimangal,1982,306.5898733
21,145,srimangal,1982,303.5054998
0,146,srimangal,1982,301.3245399
3,146,srimangal,1982,298.2401827
6,146,srimangal,1982,297.4792897
9,146,srimangal,1982,300.0976836
12,146,srimangal,1982,305.6522352
15,146,srimangal,1982,308.2707103
18,146,srimangal,1982,306.419208
21,146,srimangal,1982,303.8007665
0,147,srimangal,1982,301.9492671
3,147,srimangal,1982,299.3308396
6,147,srimangal,1982,298.4193944
9,147,srimangal,1982,300.6519452
12,147,srimangal,1982,305.3879855
15,147,srimangal,1982,307.6206056
18,147,srimangal,1982,306.0419382
21,147,srimangal,1982,303.8093468
0,148,srimangal,1982,302.2306819
3,148,srimangal,1982,299.9981024
6,148,srimangal,1982,297.2593483
9,148,srimangal,1982,299.6617671
12,148,srimangal,1982,304.7581583
15,148,srimangal,1982,307.1606517
18,148,srimangal,1982,305.4618683
21,148,srimangal,1982,303.0594058
0,149,srimangal,1982,301.3606251
3,149,srimangal,1982,298.9581754
6,149,srimangal,1982,297.2694701
9,149,srimangal,1982,299.2229521
12,149,srimangal,1982,303.3669873
15,149,srimangal,1982,305.3205299
18,149,srimangal,1982,303.9391959
21,149,srimangal,1982,301.9856785
0,150,srimangal,1982,300.6043466
3,150,srimangal,1982,298.6508396
6,150,srimangal,1982,298.4794392
9,150,srimangal,1982,300.5469753
12,150,srimangal,1982,304.9329605
15,150,srimangal,1982,307.0005608
18,150,srimangal,1982,305.5385776
21,150,srimangal,1982,303.4710038
0,151,srimangal,1982,302.0090228
3,151,srimangal,1982,299.94146
6,151,srimangal,1982,297.5893213
9,151,srimangal,1982,300.0912342
12,151,srimangal,1982,305.3986881
15,151,srimangal,1982,307.9006787
18,151,srimangal,1982,306.1315416
21,151,srimangal,1982,303.6295832
0,152,srimangal,1982,301.8604489
3,152,srimangal,1982,299.3585039
6,152,srimangal,1982,297.8994286
9,152,srimangal,1982,300.0057918
12,152,srimangal,1982,304.4741428
15,152,srimangal,1982,306.5805714
18,152,srimangal,1982,305.091133
21,152,srimangal,1982,302.9847316
0,153,srimangal,1982,301.4952955
3,153,srimangal,1982,299.3889053
6,153,srimangal,1982,298.4494536
9,153,srimangal,1982,300.4636027
12,153,srimangal,1982,304.7363347
15,153,srimangal,1982,306.7505464
18,153,srimangal,1982,305.3263138
21,153,srimangal,1982,303.3121281
0,154,srimangal,1982,301.8878978
3,154,srimangal,1982,299.8737228
6,154,srimangal,1982,298.8595616
9,154,srimangal,1982,300.4757342
12,154,srimangal,1982,303.9042156
15,154,srimangal,1982,305.5204384
18,154,srimangal,1982,304.3776205
21,154,srimangal,1982,302.7614185
0,155,srimangal,1982,301.6186023
3,155,srimangal,1982,300.0024089
6,155,srimangal,1982,298.1793931
9,155,srimangal,1982,300.4167973
12,155,srimangal,1982,305.1631333
15,155,srimangal,1982,307.4006069
18,155,srimangal,1982,305.8185076
21,155,srimangal,1982,303.5810628
0,156,srimangal,1982,301.998966
3,156,srimangal,1982,299.761533
6,156,srimangal,1982,298.0993674
9,156,srimangal,1982,300.4314123
12,156,srimangal,1982,305.3785153
15,156,srimangal,1982,307.7106326
18,156,srimangal,1982,306.0616115
21,156,srimangal,1982,303.7295242
0,157,srimangal,1982,302.0805058
3,157,srimangal,1982,299.7484309
6,157,srimangal,1982,298.4193352
9,157,srimangal,1982,300.8702877
12,157,srimangal,1982,306.0696363
15,157,srimangal,1982,308.5206648
18,157,srimangal,1982,306.7875626
21,157,srimangal,1982,304.3365655
0,158,srimangal,1982,302.603466
3,158,srimangal,1982,300.152482
6,158,srimangal,1982,298.2393154
9,158,srimangal,1982,300.7630685
12,158,srimangal,1982,306.1168532
15,158,srimangal,1982,308.6406846
18,158,srimangal,1982,306.8561041
21,158,srimangal,1982,304.3323051
0,159,srimangal,1982,302.5477273
3,159,srimangal,1982,300.0239418
6,159,srimangal,1982,297.7893338
9,159,srimangal,1982,300.2451397
12,159,srimangal,1982,305.4547841
15,159,srimangal,1982,307.9106662
18,159,srimangal,1982,306.174132
21,159,srimangal,1982,303.7182815
0,160,srimangal,1982,301.9817501
3,160,srimangal,1982,299.5259126
6,160,srimangal,1982,298.4495761
9,160,srimangal,1982,300.0123616
12,160,srimangal,1982,303.3275899
15,160,srimangal,1982,304.8904239
18,160,srimangal,1982,303.7853567
21,160,srimangal,1982,302.2225428
0,161,srimangal,1982,301.1174773
3,161,srimangal,1982,299.5546717
6,161,srimangal,1982,298.2496939
9,161,srimangal,1982,299.3781027
12,161,srimangal,1982,301.7718622
15,161,srimangal,1982,302.9003061
18,161,srimangal,1982,302.1023927
21,161,srimangal,1982,300.9739633
0,162,srimangal,1982,300.1760512
3,162,srimangal,1982,299.0476278
6,162,srimangal,1982,297.4796064
9,162,srimangal,1982,298.9307644
12,162,srimangal,1982,302.0091906
15,162,srimangal,1982,303.4603936
18,162,srimangal,1982,302.4342598
21,162,srimangal,1982,300.9830754
0,163,srimangal,1982,299.9569432
3,163,srimangal,1982,298.5057665
6,163,srimangal,1982,297.5396761
9,163,srimangal,1982,298.7336055
12,163,srimangal,1982,301.2663575
15,163,srimangal,1982,302.4603239
18,163,srimangal,1982,301.61608
21,163,srimangal,1982,300.422129
0,164,srimangal,1982,299.5778864
3,164,srimangal,1982,298.3839417
6,164,srimangal,1982,297.1896156
9,164,srimangal,1982,298.6068
12,164,srimangal,1982,301.613156
15,164,srimangal,1982,303.0303844
18,164,srimangal,1982,302.0282738
21,164,srimangal,1982,300.6110636
0,165,srimangal,1982,299.6089546
3,165,srimangal,1982,298.1917519
6,165,srimangal,1982,297.9195557
9,165,srimangal,1982,299.5575685
12,165,srimangal,1982,303.0323807
15,165,srimangal,1982,304.6704443
18,165,srimangal,1982,303.5121829
21,165,srimangal,1982,301.8741403
0,166,srimangal,1982,300.7158807
3,166,srimangal,1982,299.0778469
6,166,srimangal,1982,297.1495767
9,166,srimangal,1982,298.7099356
12,166,srimangal,1982,302.020016
15,166,srimangal,1982,303.5804233
18,166,srimangal,1982,302.477072
21,166,srimangal,1982,300.9166848
0,167,srimangal,1982,299.8133353
3,167,srimangal,1982,298.2529563
6,167,srimangal,1982,297.7195511
9,167,srimangal,1982,299.3745507
12,167,srimangal,1982,302.885398
15,167,srimangal,1982,304.5404489
18,167,srimangal,1982,303.3701759
